dt 	 x 	 y 
0	0	2300
0.1	0.868240888334652	2304.87498876506
0.2	1.7364817766693	2309.65187753012
0.3	2.60472266500396	2314.33066629518
0.4	3.47296355333861	2318.91135506024
0.5	4.34120444167326	2323.39394382531
0.6	5.20944533000791	2327.77843259037
0.7	6.07768621834256	2332.06482135543
0.8	6.94592710667722	2336.25311012049
0.9	7.81416799501187	2340.34329888555
1	8.68240888334652	2344.33538765061
1.1	9.55064977168117	2348.22937641567
1.2	10.4188906600158	2352.02526518073
1.3	11.2871315483505	2355.72305394579
1.4	12.1553724366851	2359.32274271085
1.5	13.0236133250198	2362.82433147592
1.6	13.8918542133544	2366.22782024098
1.7	14.7600951016891	2369.53320900604
1.8	15.6283359900237	2372.7404977711
1.9	16.4965768783584	2375.84968653616
2	17.364817766693	2378.86077530122
2.1	18.2330586550277	2381.77376406628
2.2	19.1012995433623	2384.58865283134
2.3	19.969540431697	2387.3054415964
2.4	20.8377813200317	2389.92413036146
2.5	21.7060222083663	2392.44471912653
2.6	22.574263096701	2394.86720789159
2.7	23.4425039850356	2397.19159665665
2.8	24.3107448733703	2399.41788542171
2.9	25.1789857617049	2401.54607418677
3	26.0472266500396	2403.57616295183
3.1	26.9154675383742	2405.50815171689
3.2	27.7837084267089	2407.34204048195
3.3	28.6519493150435	2409.07782924701
3.4	29.5201902033782	2410.71551801208
3.5	30.3884310917128	2412.25510677714
3.6	31.2566719800475	2413.6965955422
3.7	32.1249128683821	2415.03998430726
3.8	32.9931537567168	2416.28527307232
3.9	33.8613946450514	2417.43246183738
4	34.7296355333861	2418.48155060244
4.1	35.5978764217207	2419.4325393675
4.2	36.4661173100554	2420.28542813256
4.3	37.33435819839	2421.04021689762
4.4	38.2025990867247	2421.69690566269
4.5	39.0708399750593	2422.25549442775
4.6	39.939080863394	2422.71598319281
4.7	40.8073217517286	2423.07837195787
4.8	41.6755626400633	2423.34266072293
4.9	42.5438035283979	2423.50884948799
5	43.4120444167326	2423.57693825305
5.1	44.2802853050672	2423.54692701811
5.2	45.1485261934019	2423.41881578317
5.3	46.0167670817365	2423.19260454824
5.4	46.8850079700712	2422.8682933133
5.5	47.7532488584058	2422.44588207836
5.6	48.6214897467405	2421.92537084342
5.7	49.4897306350751	2421.30675960848
5.8	50.3579715234098	2420.59004837354
5.9	51.2262124117444	2419.7752371386
5.99999999999999	52.0944533000791	2418.86232590366
6.09999999999999	52.9626941884137	2417.85131466872
6.19999999999999	53.8309350767484	2416.74220343378
6.29999999999999	54.699175965083	2415.53499219885
6.39999999999999	55.5674168534177	2414.22968096391
6.49999999999999	56.4356577417523	2412.82626972897
6.59999999999999	57.303898630087	2411.32475849403
6.69999999999999	58.1721395184216	2409.72514725909
6.79999999999999	59.0403804067563	2408.02743602415
6.89999999999999	59.9086212950909	2406.23162478921
6.99999999999999	60.7768621834256	2404.33771355427
7.09999999999999	61.6451030717602	2402.34570231933
7.19999999999999	62.5133439600949	2400.2555910844
7.29999999999999	63.3815848484295	2398.06737984946
7.39999999999999	64.2498257367642	2395.78106861452
7.49999999999999	65.1180666250988	2393.39665737958
7.59999999999999	65.9863075134335	2390.91414614464
7.69999999999999	66.8545484017681	2388.3335349097
7.79999999999999	67.7227892901028	2385.65482367476
7.89999999999999	68.5910301784374	2382.87801243982
7.99999999999999	69.459271066772	2380.00310120488
8.09999999999999	70.3275119551067	2377.03008996995
8.19999999999999	71.1957528434414	2373.95897873501
8.29999999999999	72.063993731776	2370.78976750007
8.39999999999999	72.9322346201106	2367.52245626513
8.49999999999999	73.8004755084453	2364.15704503019
8.59999999999999	74.6687163967799	2360.69353379525
8.69999999999999	75.5369572851146	2357.13192256031
8.79999999999998	76.4051981734493	2353.47221132537
8.89999999999998	77.2734390617839	2349.71440009043
8.99999999999998	78.1416799501185	2345.85848885549
9.09999999999998	79.0099208384532	2341.90447762056
9.19999999999998	79.8781617267878	2337.85236638562
9.29999999999998	80.7464026151225	2333.70215515068
9.39999999999998	81.6146435034571	2329.45384391574
9.49999999999998	82.4828843917918	2325.1074326808
9.59999999999998	83.3511252801264	2320.66292144586
9.69999999999998	84.2193661684611	2316.12031021092
9.79999999999998	85.0876070567957	2311.47959897598
9.89999999999998	85.9558479451304	2306.74078774104
9.99999999999998	86.824088833465	2301.90387650611
10.1	87.6923297217997	2296.96886527117
10.2	88.5605706101343	2291.93575403623
10.3	89.428811498469	2286.80454280129
10.4	90.2970523868036	2281.57523156635
10.5	91.1652932751383	2276.24782033141
10.6	92.0335341634729	2270.82230909647
10.7	92.9017750518076	2265.29869786153
10.8	93.7700159401422	2259.67698662659
10.9	94.6382568284769	2253.95717539165
11	95.5064977168115	2248.13926415672
11.1	96.3747386051462	2242.22325292178
11.2	97.2429794934808	2236.20914168684
11.3	98.1112203818155	2230.0969304519
11.4	98.9794612701501	2223.88661921696
11.5	99.8477021584848	2217.57820798202
11.6	100.715943046819	2211.17169674708
11.7	101.584183935154	2204.66708551214
11.8	102.452424823489	2198.0643742772
11.9	103.320665711823	2191.36356304227
12	104.188906600158	2184.56465180733
12.1	105.057147488493	2177.66764057239
12.2	105.925388376827	2170.67252933745
12.3	106.793629265162	2163.57931810251
12.4	107.661870153497	2156.38800686757
12.5	108.530111041831	2149.09859563263
12.6	109.398351930166	2141.71108439769
12.7	110.266592818501	2134.22547316275
12.8	111.134833706835	2126.64176192782
12.9	112.00307459517	2118.95995069288
13	112.871315483505	2111.18003945794
13.1	113.739556371839	2103.302028223
13.2	114.607797260174	2095.32591698806
13.3	115.476038148508	2087.25170575312
